ID_Mahasiswa,Prodi,IPK,IPS_Terakhir,Persentase_Kehadiran,SKS_Lulus,Jumlah_Organisasi,Kondisi_Ekonomi,Kualitas_Akses_Internet,Pengalaman_Magang,Jumlah_Sertifikasi,Aktivitas_Sosial_Skor,Status_Pekerjaan,Dukungan_Keluarga,Skor_Softskill,Kelulusan_Tepat_Waktu,Arah_Karier
MHS00186,Bisnis Digital,3.14,3.11,87,140,4,Menengah,Kurang,Ya,1,7,Part-time,4,8,Tepat Waktu,Wirausaha Digital
MHS00187,Komputer,3.02,3.46,83,130,2,Tinggi,Baik,Ya,2,2,Freelance,1,8,Tepat Waktu,Startup
MHS00188,Bisnis Digital,3.39,3.06,79,109,2,Menengah,Baik,Ya,3,8,Freelance,3,9,Tepat Waktu,E-Commerce
MHS00189,Komputer,3.2,3.42,69,117,1,Menengah,Baik,Ya,5,7,Tidak Bekerja,4,10,Tepat Waktu,Software Developer
MHS00190,Manajemen,3.47,3.3,89,115,1,Menengah,Baik,Ya,1,2,Part-time,3,5,Tepat Waktu,Wirausaha
MHS00191,Komputer,2.56,2.46,82,102,1,Menengah,Baik,Ya,4,3,Tidak Bekerja,1,6,Tidak Tepat Waktu,Software Developer
MHS00192,Manajemen,4.0,4.0,80,124,1,Rendah,Kurang,Tidak,1,3,Part-time,3,6,Tepat Waktu,Lanjut Studi
MHS00193,Komputer,2.98,3.09,74,105,3,Menengah,Kurang,Ya,5,3,Tidak Bekerja,3,6,Tidak Tepat Waktu,Wirausaha Digital
MHS00194,Manajemen,3.78,3.66,100,114,1,Menengah,Cukup,Ya,2,10,Tidak Bekerja,3,2,Tepat Waktu,Lanjut Studi
MHS00195,Manajemen,3.56,3.3,78,120,1,Rendah,Cukup,Tidak,0,3,Tidak Bekerja,2,7,Tepat Waktu,Pemerintahan
MHS00196,Bisnis Digital,3.14,3.0,88,140,2,Rendah,Kurang,Ya,4,7,Part-time,1,6,Tepat Waktu,Startup
MHS00197,Manajemen,3.01,2.56,68,103,1,Menengah,Cukup,Tidak,1,4,Freelance,3,5,Tidak Tepat Waktu,Marketing
MHS00198,Bisnis Digital,3.37,3.45,88,103,0,Menengah,Cukup,Ya,3,4,Freelance,4,7,Tepat Waktu,E-Commerce
MHS00199,Bisnis Digital,3.46,3.24,96,107,4,Menengah,Baik,Tidak,3,9,Tidak Bekerja,3,5,Tepat Waktu,Wirausaha Digital
MHS00200,Bisnis Digital,3.6,3.54,100,122,1,Rendah,Cukup,Tidak,3,4,Freelance,4,5,Tepat Waktu,Content Strategist
MHS00201,Komputer,3.76,3.6,92,127,0,Rendah,Baik,Tidak,3,5,Tidak Bekerja,3,5,Tepat Waktu,Lanjut Studi
MHS00202,Komputer,2.38,2.42,85,101,1,Tinggi,Baik,Tidak,6,3,Freelance,3,5,Tidak Tepat Waktu,Startup
MHS00203,Manajemen,3.56,3.49,96,100,1,Tinggi,Baik,Tidak,1,5,Tidak Bekerja,3,6,Tepat Waktu,Lanjut Studi
MHS00204,Komputer,3.27,3.41,72,110,3,Menengah,Cukup,Ya,4,8,Freelance,3,8,Tepat Waktu,Startup
MHS00205,Manajemen,3.46,3.92,84,119,2,Menengah,Cukup,Ya,3,5,Part-time,3,6,Tepat Waktu,Marketing
MHS00206,Manajemen,3.19,2.97,66,105,2,Menengah,Cukup,Ya,3,7,Part-time,3,6,Tidak Tepat Waktu,Wirausaha
MHS00207,Komputer,2.87,2.86,87,126,2,Tinggi,Baik,Ya,4,5,Freelance,4,5,Tidak Tepat Waktu,Data Analyst
MHS00208,Bisnis Digital,3.72,3.79,80,144,1,Menengah,Baik,Tidak,0,5,Tidak Bekerja,3,8,Tepat Waktu,Digital Marketing
MHS00209,Komputer,3.41,3.25,96,108,4,Menengah,Cukup,Tidak,1,7,Tidak Bekerja,5,7,Tepat Waktu,Industri Teknologi
MHS00210,Bisnis Digital,4.0,4.0,91,128,0,Tinggi,Baik,Ya,2,7,Tidak Bekerja,5,6,Tepat Waktu,Lanjut Studi
MHS00211,Komputer,3.45,3.49,94,117,2,Tinggi,Baik,Tidak,4,2,Tidak Bekerja,3,6,Tepat Waktu,Software Developer
MHS00212,Manajemen,3.94,3.91,80,116,5,Menengah,Cukup,Tidak,1,9,Part-time,1,8,Tepat Waktu,Industri Manajemen
MHS00213,Bisnis Digital,3.91,3.56,88,128,3,Menengah,Cukup,Ya,3,10,Tidak Bekerja,5,4,Tepat Waktu,E-Commerce
MHS00214,Manajemen,3.41,3.29,74,133,2,Rendah,Kurang,Ya,1,9,Tidak Bekerja,3,8,Tepat Waktu,Marketing
MHS00215,Manajemen,3.55,3.42,91,118,2,Menengah,Baik,Ya,2,6,Tidak Bekerja,4,3,Tepat Waktu,Human Resource
MHS00216,Bisnis Digital,3.07,3.36,79,118,1,Tinggi,Baik,Ya,4,4,Tidak Bekerja,3,8,Tepat Waktu,Digital Marketing
MHS00217,Komputer,3.75,3.8,92,144,0,Rendah,Kurang,Tidak,5,8,Tidak Bekerja,3,7,Tepat Waktu,Lanjut Studi
MHS00218,Manajemen,3.8,4.0,94,94,3,Tinggi,Kurang,Ya,2,5,Freelance,4,3,Tepat Waktu,Industri Manajemen
MHS00219,Komputer,2.67,2.92,75,108,3,Rendah,Kurang,Tidak,2,4,Freelance,1,8,Tidak Tepat Waktu,Startup
MHS00220,Bisnis Digital,3.42,3.8,80,129,2,Menengah,Baik,Ya,2,4,Part-time,3,7,Tepat Waktu,Startup
MHS00221,Komputer,3.24,3.11,87,121,2,Menengah,Kurang,Ya,6,3,Freelance,4,8,Tepat Waktu,Software Developer
MHS00222,Komputer,2.7,2.84,77,122,2,Menengah,Cukup,Ya,1,3,Part-time,3,5,Tidak Tepat Waktu,Startup
MHS00223,Manajemen,3.42,3.61,100,110,0,Tinggi,Baik,Ya,2,2,Tidak Bekerja,4,8,Tepat Waktu,Marketing
MHS00224,Manajemen,3.52,3.59,87,125,1,Menengah,Baik,Tidak,2,3,Tidak Bekerja,2,9,Tepat Waktu,Wirausaha
MHS00225,Manajemen,3.92,3.93,70,141,3,Rendah,Baik,Ya,2,6,Tidak Bekerja,3,7,Tepat Waktu,Industri Manajemen
MHS00226,Komputer,3.73,3.58,91,121,3,Menengah,Kurang,Tidak,3,4,Freelance,4,8,Tepat Waktu,Industri Teknologi
MHS00227,Komputer,2.79,2.73,83,107,2,Rendah,Kurang,Ya,3,4,Tidak Bekerja,4,6,Tidak Tepat Waktu,Wirausaha Digital
MHS00228,Manajemen,3.16,3.12,73,123,1,Rendah,Cukup,Ya,3,7,Tidak Bekerja,3,6,Tepat Waktu,Lanjut Studi
MHS00229,Komputer,2.97,3.3,73,123,1,Menengah,Cukup,Ya,3,6,Freelance,4,5,Tepat Waktu,Data Analyst
MHS00230,Manajemen,3.37,3.32,95,120,0,Menengah,Kurang,Ya,3,6,Part-time,3,6,Tepat Waktu,Wirausaha
MHS00231,Bisnis Digital,3.27,3.8,81,122,0,Menengah,Cukup,Ya,3,3,Tidak Bekerja,4,6,Tepat Waktu,Digital Marketing
MHS00232,Manajemen,3.41,3.35,91,109,3,Tinggi,Kurang,Ya,2,6,Part-time,1,8,Tepat Waktu,Industri Manajemen
MHS00233,Komputer,3.13,3.22,85,122,3,Rendah,Kurang,Ya,3,6,Tidak Bekerja,2,4,Tidak Tepat Waktu,Data Analyst
MHS00234,Komputer,3.24,3.29,78,128,2,Tinggi,Cukup,Ya,2,6,Freelance,4,6,Tepat Waktu,Industri Teknologi
MHS00235,Bisnis Digital,3.72,3.39,82,121,3,Menengah,Kurang,Tidak,4,2,Freelance,2,7,Tepat Waktu,Wirausaha Digital
MHS00236,Bisnis Digital,3.16,3.27,90,112,1,Menengah,Kurang,Ya,5,1,Tidak Bekerja,2,8,Tepat Waktu,E-Commerce
MHS00237,Manajemen,3.75,3.84,92,130,3,Menengah,Cukup,Tidak,2,6,Tidak Bekerja,3,6,Tepat Waktu,Industri Manajemen
MHS00238,Komputer,3.44,3.58,73,122,2,Menengah,Baik,Tidak,3,3,Part-time,1,6,Tepat Waktu,Industri Teknologi
MHS00239,Manajemen,2.71,2.44,73,105,0,Menengah,Baik,Ya,3,6,Part-time,3,8,Tidak Tepat Waktu,Industri Manajemen
MHS00240,Manajemen,2.87,2.67,84,119,1,Tinggi,Baik,Tidak,1,4,Part-time,4,7,Tidak Tepat Waktu,Marketing
MHS00241,Komputer,2.85,2.86,83,127,1,Menengah,Baik,Ya,4,6,Tidak Bekerja,3,5,Tidak Tepat Waktu,Wirausaha Digital
MHS00242,Bisnis Digital,3.97,3.7,83,130,2,Rendah,Cukup,Tidak,5,8,Part-time,1,7,Tepat Waktu,Digital Marketing
MHS00243,Bisnis Digital,3.17,3.16,73,116,1,Menengah,Cukup,Ya,2,6,Tidak Bekerja,1,6,Tidak Tepat Waktu,Startup
MHS00244,Manajemen,3.61,3.95,65,130,0,Tinggi,Baik,Tidak,3,2,Tidak Bekerja,2,7,Tepat Waktu,Pemerintahan
MHS00245,Bisnis Digital,3.43,3.51,79,125,4,Menengah,Cukup,Tidak,4,4,Part-time,2,6,Tepat Waktu,Digital Marketing
MHS00246,Komputer,2.53,2.66,86,101,3,Menengah,Cukup,Tidak,2,7,Tidak Bekerja,2,6,Tidak Tepat Waktu,Software Developer
MHS00247,Bisnis Digital,3.34,3.14,83,125,1,Rendah,Cukup,Ya,4,5,Tidak Bekerja,4,6,Tepat Waktu,Content Strategist
MHS00248,Komputer,3.23,2.91,88,82,2,Rendah,Kurang,Ya,2,6,Freelance,1,4,Tidak Tepat Waktu,Lanjut Studi
MHS00249,Manajemen,3.25,3.22,69,134,0,Menengah,Cukup,Ya,1,7,Tidak Bekerja,4,7,Tepat Waktu,Lanjut Studi
MHS00250,Komputer,3.11,3.0,69,115,2,Tinggi,Baik,Ya,4,6,Tidak Bekerja,3,5,Tidak Tepat Waktu,Industri Teknologi
MHS00251,Komputer,3.34,3.47,90,120,2,Tinggi,Kurang,Ya,3,7,Tidak Bekerja,4,5,Tepat Waktu,Software Developer
MHS00252,Komputer,3.44,3.42,88,123,0,Rendah,Cukup,Tidak,3,7,Tidak Bekerja,4,5,Tepat Waktu,Wirausaha Digital
MHS00253,Bisnis Digital,3.32,3.18,72,144,5,Menengah,Baik,Tidak,5,10,Freelance,5,6,Tepat Waktu,Startup
MHS00254,Komputer,3.16,3.17,85,144,1,Menengah,Kurang,Tidak,2,2,Tidak Bekerja,4,9,Tepat Waktu,Industri Teknologi
MHS00255,Komputer,2.86,3.27,77,93,4,Menengah,Cukup,Ya,5,9,Tidak Bekerja,3,5,Tidak Tepat Waktu,Industri Teknologi
MHS00256,Komputer,3.79,3.37,95,126,2,Menengah,Baik,Tidak,4,8,Part-time,2,1,Tepat Waktu,Startup
MHS00257,Komputer,3.09,2.69,77,121,5,Rendah,Kurang,Ya,2,8,Tidak Bekerja,3,4,Tidak Tepat Waktu,Startup
MHS00258,Komputer,3.71,3.41,86,137,2,Tinggi,Baik,Ya,3,3,Freelance,4,7,Tepat Waktu,Startup
MHS00259,Komputer,3.27,3.2,81,118,0,Rendah,Baik,Ya,3,6,Tidak Bekerja,4,6,Tepat Waktu,Software Developer
MHS00260,Bisnis Digital,3.67,3.36,99,119,2,Menengah,Baik,Ya,1,5,Freelance,2,5,Tepat Waktu,Wirausaha Digital
MHS00261,Komputer,3.41,3.5,94,128,2,Menengah,Kurang,Ya,6,4,Tidak Bekerja,1,9,Tepat Waktu,Data Analyst
MHS00262,Manajemen,3.6,3.57,77,90,2,Menengah,Cukup,Tidak,2,5,Tidak Bekerja,5,5,Tepat Waktu,Industri Manajemen
MHS00263,Manajemen,3.12,3.5,80,103,0,Rendah,Baik,Tidak,4,2,Tidak Bekerja,5,7,Tepat Waktu,Pemerintahan
MHS00264,Komputer,3.3,3.33,78,117,0,Menengah,Kurang,Ya,4,3,Part-time,5,10,Tepat Waktu,Software Developer
MHS00265,Manajemen,2.78,2.73,80,131,4,Rendah,Cukup,Tidak,3,8,Part-time,1,6,Tidak Tepat Waktu,Lanjut Studi
MHS00266,Komputer,3.29,3.29,75,121,1,Menengah,Baik,Ya,3,3,Tidak Bekerja,3,5,Tepat Waktu,Data Analyst
MHS00267,Bisnis Digital,3.49,3.23,66,109,4,Rendah,Kurang,Tidak,2,5,Part-time,5,6,Tepat Waktu,Wirausaha Digital
MHS00268,Komputer,2.87,3.02,88,139,3,Rendah,Kurang,Tidak,5,6,Tidak Bekerja,3,8,Tidak Tepat Waktu,Software Developer
MHS00269,Manajemen,2.86,2.89,74,94,2,Menengah,Baik,Tidak,0,2,Tidak Bekerja,4,5,Tidak Tepat Waktu,Marketing
MHS00270,Komputer,2.85,2.61,80,119,1,Rendah,Kurang,Ya,2,5,Freelance,3,4,Tidak Tepat Waktu,Data Analyst
MHS00271,Komputer,3.61,3.77,80,105,2,Menengah,Cukup,Tidak,5,4,Tidak Bekerja,2,7,Tepat Waktu,Lanjut Studi
MHS00272,Komputer,3.39,3.96,90,108,0,Menengah,Cukup,Tidak,3,7,Part-time,1,6,Tepat Waktu,Data Analyst
MHS00273,Komputer,3.69,3.6,80,120,1,Menengah,Cukup,Ya,3,5,Freelance,1,7,Tepat Waktu,Startup
MHS00274,Manajemen,2.56,2.57,81,116,2,Rendah,Kurang,Tidak,3,6,Part-time,4,8,Tidak Tepat Waktu,Pemerintahan
MHS00275,Komputer,3.52,3.6,68,127,1,Menengah,Baik,Ya,0,3,Tidak Bekerja,3,8,Tepat Waktu,Startup
MHS00276,Komputer,2.53,2.47,75,98,2,Rendah,Kurang,Ya,2,4,Freelance,1,4,Tidak Tepat Waktu,Software Developer
MHS00277,Komputer,2.58,3.02,83,121,2,Menengah,Cukup,Ya,4,6,Part-time,4,7,Tidak Tepat Waktu,Startup
MHS00278,Manajemen,3.5,3.38,85,144,1,Menengah,Cukup,Ya,2,6,Part-time,2,6,Tepat Waktu,Industri Manajemen
MHS00279,Komputer,3.25,2.98,74,122,0,Rendah,Kurang,Ya,5,6,Freelance,4,8,Tepat Waktu,Startup
MHS00280,Bisnis Digital,3.67,3.68,97,108,2,Menengah,Cukup,Ya,1,3,Tidak Bekerja,3,9,Tepat Waktu,Lanjut Studi
MHS00281,Bisnis Digital,3.52,3.72,76,125,0,Menengah,Cukup,Ya,4,5,Tidak Bekerja,3,9,Tepat Waktu,E-Commerce
MHS00282,Komputer,2.29,2.25,61,100,1,Menengah,Baik,Ya,2,4,Tidak Bekerja,4,7,Tidak Tepat Waktu,Startup
MHS00283,Manajemen,3.1,3.32,67,131,0,Menengah,Cukup,Ya,2,5,Tidak Bekerja,4,7,Tepat Waktu,Lanjut Studi
MHS00284,Bisnis Digital,3.04,2.75,89,118,1,Menengah,Kurang,Ya,4,4,Part-time,3,6,Tidak Tepat Waktu,E-Commerce
MHS00285,Manajemen,3.47,3.65,74,107,0,Menengah,Kurang,Tidak,2,7,Part-time,3,5,Tepat Waktu,Industri Manajemen
MHS00286,Komputer,3.57,3.5,85,136,1,Menengah,Baik,Ya,8,7,Freelance,4,7,Tepat Waktu,Startup
MHS00287,Komputer,3.43,3.45,100,117,2,Menengah,Cukup,Ya,2,4,Tidak Bekerja,3,5,Tepat Waktu,Industri Teknologi
MHS00288,Bisnis Digital,3.86,4.0,75,100,5,Menengah,Baik,Ya,4,10,Tidak Bekerja,3,6,Tepat Waktu,Lanjut Studi
MHS00289,Manajemen,3.12,3.09,94,118,3,Menengah,Cukup,Tidak,1,4,Tidak Bekerja,3,8,Tepat Waktu,Industri Manajemen
MHS00290,Komputer,3.65,3.53,84,107,3,Menengah,Cukup,Ya,0,8,Part-time,3,7,Tepat Waktu,Industri Teknologi
MHS00291,Komputer,3.29,3.1,90,130,1,Menengah,Baik,Tidak,3,6,Freelance,2,4,Tepat Waktu,Startup
MHS00292,Manajemen,3.52,3.37,86,142,1,Menengah,Baik,Ya,2,3,Tidak Bekerja,2,7,Tepat Waktu,Pemerintahan
MHS00293,Komputer,3.5,3.15,79,123,2,Menengah,Cukup,Ya,4,6,Tidak Bekerja,4,6,Tepat Waktu,Industri Teknologi
MHS00294,Komputer,3.16,3.31,80,108,2,Menengah,Cukup,Ya,5,6,Part-time,1,6,Tepat Waktu,Wirausaha Digital
MHS00295,Komputer,3.17,3.64,77,141,0,Tinggi,Cukup,Ya,3,5,Freelance,4,7,Tepat Waktu,Software Developer
MHS00296,Manajemen,3.78,4.0,89,119,1,Menengah,Cukup,Ya,2,8,Tidak Bekerja,4,8,Tepat Waktu,Industri Manajemen
MHS00297,Komputer,2.86,2.45,79,92,2,Menengah,Cukup,Ya,4,6,Tidak Bekerja,4,5,Tidak Tepat Waktu,Data Analyst
MHS00298,Komputer,2.81,2.96,97,116,2,Menengah,Cukup,Ya,4,6,Tidak Bekerja,4,8,Tepat Waktu,Software Developer
MHS00299,Manajemen,3.37,3.36,100,98,1,Rendah,Kurang,Ya,3,8,Part-time,2,6,Tepat Waktu,Human Resource
MHS00300,Bisnis Digital,3.5,3.35,100,141,0,Menengah,Kurang,Tidak,6,1,Tidak Bekerja,2,9,Tepat Waktu,Startup
MHS00301,Bisnis Digital,3.84,3.94,87,131,3,Menengah,Kurang,Tidak,3,6,Tidak Bekerja,1,5,Tepat Waktu,Lanjut Studi
MHS00302,Manajemen,3.69,3.34,85,132,1,Menengah,Baik,Tidak,0,7,Tidak Bekerja,3,7,Tepat Waktu,Human Resource
MHS00303,Bisnis Digital,3.55,3.8,91,127,3,Menengah,Baik,Ya,3,4,Freelance,5,6,Tepat Waktu,Digital Marketing
MHS00304,Bisnis Digital,3.03,2.8,88,110,2,Rendah,Cukup,Ya,2,8,Tidak Bekerja,3,7,Tidak Tepat Waktu,Content Strategist
MHS00305,Manajemen,2.75,2.5,79,108,3,Tinggi,Baik,Ya,3,9,Freelance,3,7,Tidak Tepat Waktu,Industri Manajemen
MHS00306,Bisnis Digital,3.02,3.16,73,122,3,Menengah,Baik,Ya,3,7,Freelance,4,9,Tepat Waktu,Digital Marketing
MHS00307,Komputer,2.81,2.88,71,108,1,Menengah,Baik,Tidak,3,3,Part-time,4,7,Tidak Tepat Waktu,Wirausaha Digital
MHS00308,Bisnis Digital,3.17,3.31,87,101,1,Menengah,Kurang,Ya,7,8,Tidak Bekerja,4,8,Tepat Waktu,E-Commerce
MHS00309,Bisnis Digital,3.64,3.4,76,102,1,Rendah,Cukup,Ya,2,4,Tidak Bekerja,1,8,Tepat Waktu,Content Strategist
MHS00310,Komputer,3.88,4.0,84,98,1,Menengah,Baik,Tidak,1,9,Part-time,3,8,Tepat Waktu,Industri Teknologi
MHS00311,Bisnis Digital,3.27,3.54,88,144,2,Tinggi,Baik,Ya,4,4,Freelance,3,6,Tepat Waktu,Content Strategist
MHS00312,Komputer,3.3,3.7,70,116,0,Menengah,Cukup,Ya,3,5,Tidak Bekerja,2,10,Tepat Waktu,Software Developer
MHS00313,Manajemen,3.12,3.26,90,120,2,Rendah,Kurang,Ya,4,7,Tidak Bekerja,2,7,Tepat Waktu,Marketing
MHS00314,Bisnis Digital,3.03,3.24,62,124,1,Menengah,Cukup,Tidak,2,1,Tidak Bekerja,4,6,Tidak Tepat Waktu,E-Commerce
MHS00315,Komputer,3.23,3.14,83,119,2,Menengah,Kurang,Tidak,1,2,Freelance,4,4,Tidak Tepat Waktu,Data Analyst
MHS00316,Bisnis Digital,2.84,2.95,84,125,1,Menengah,Cukup,Ya,3,3,Tidak Bekerja,3,5,Tidak Tepat Waktu,Wirausaha Digital
MHS00317,Komputer,3.02,2.78,91,115,1,Menengah,Cukup,Ya,4,3,Freelance,3,6,Tepat Waktu,Industri Teknologi
MHS00318,Manajemen,2.34,2.53,61,116,3,Tinggi,Baik,Ya,1,6,Part-time,1,10,Tidak Tepat Waktu,Marketing
MHS00319,Komputer,3.73,3.56,84,135,2,Menengah,Cukup,Ya,3,4,Part-time,2,6,Tepat Waktu,Industri Teknologi
MHS00320,Manajemen,3.38,3.31,84,134,2,Menengah,Cukup,Ya,2,9,Tidak Bekerja,4,8,Tepat Waktu,Industri Manajemen
MHS00321,Komputer,3.12,3.11,77,109,3,Menengah,Baik,Tidak,7,6,Tidak Bekerja,2,5,Tidak Tepat Waktu,Industri Teknologi
MHS00322,Komputer,2.84,2.44,87,132,1,Menengah,Cukup,Tidak,4,4,Freelance,3,5,Tidak Tepat Waktu,Data Analyst
MHS00323,Manajemen,3.72,4.0,88,130,1,Menengah,Cukup,Ya,1,4,Part-time,4,7,Tepat Waktu,Industri Manajemen
MHS00324,Komputer,3.52,3.77,92,95,0,Menengah,Kurang,Tidak,5,5,Part-time,2,7,Tepat Waktu,Software Developer
MHS00325,Komputer,3.2,3.46,73,137,2,Tinggi,Baik,Tidak,4,8,Tidak Bekerja,3,3,Tepat Waktu,Startup
MHS00326,Bisnis Digital,3.2,3.05,79,121,4,Rendah,Cukup,Tidak,2,10,Tidak Bekerja,3,7,Tidak Tepat Waktu,Startup
MHS00327,Manajemen,3.91,3.8,91,134,3,Menengah,Cukup,Ya,2,5,Freelance,3,10,Tepat Waktu,Lanjut Studi
MHS00328,Manajemen,3.04,3.42,69,117,1,Rendah,Cukup,Tidak,2,5,Tidak Bekerja,3,7,Tidak Tepat Waktu,Marketing
MHS00329,Komputer,3.22,3.44,68,131,1,Rendah,Kurang,Tidak,4,6,Freelance,5,8,Tepat Waktu,Startup
MHS00330,Bisnis Digital,3.41,3.34,98,70,3,Menengah,Kurang,Tidak,1,9,Freelance,3,8,Tepat Waktu,Digital Marketing
MHS00331,Komputer,2.83,2.87,77,112,3,Menengah,Cukup,Tidak,2,5,Freelance,4,6,Tidak Tepat Waktu,Data Analyst
MHS00332,Komputer,3.37,3.02,74,124,2,Menengah,Cukup,Ya,5,4,Tidak Bekerja,3,4,Tepat Waktu,Software Developer
MHS00333,Bisnis Digital,3.39,3.45,70,95,2,Menengah,Kurang,Ya,3,6,Part-time,3,9,Tepat Waktu,Startup
MHS00334,Komputer,2.78,2.77,87,114,1,Menengah,Cukup,Ya,2,5,Tidak Bekerja,3,4,Tidak Tepat Waktu,Wirausaha Digital
MHS00335,Komputer,3.58,3.3,90,119,2,Menengah,Baik,Ya,6,5,Part-time,3,7,Tepat Waktu,Data Analyst
MHS00336,Bisnis Digital,3.16,3.18,73,117,2,Menengah,Cukup,Ya,3,9,Part-time,3,7,Tepat Waktu,E-Commerce
MHS00337,Komputer,3.49,3.47,100,124,4,Rendah,Baik,Ya,2,8,Tidak Bekerja,3,8,Tepat Waktu,Wirausaha Digital
MHS00338,Komputer,3.34,3.42,55,129,2,Menengah,Cukup,Tidak,5,7,Tidak Bekerja,3,9,Tepat Waktu,Startup
MHS00339,Bisnis Digital,3.93,4.0,93,111,3,Rendah,Kurang,Ya,4,10,Tidak Bekerja,5,2,Tepat Waktu,Lanjut Studi
MHS00340,Komputer,3.14,3.0,78,121,2,Menengah,Cukup,Ya,1,3,Tidak Bekerja,4,4,Tidak Tepat Waktu,Data Analyst
MHS00341,Manajemen,3.18,3.42,76,116,5,Menengah,Baik,Ya,1,4,Tidak Bekerja,1,6,Tepat Waktu,Marketing
MHS00342,Komputer,2.89,2.83,96,97,2,Rendah,Baik,Ya,2,5,Freelance,2,10,Tidak Tepat Waktu,Industri Teknologi
MHS00343,Manajemen,3.14,3.15,92,120,2,Menengah,Baik,Ya,4,5,Tidak Bekerja,4,10,Tepat Waktu,Industri Manajemen
MHS00344,Bisnis Digital,3.5,4.0,100,123,2,Menengah,Baik,Tidak,3,6,Tidak Bekerja,5,7,Tepat Waktu,Startup
MHS00345,Komputer,3.02,2.64,71,115,0,Menengah,Cukup,Tidak,2,5,Tidak Bekerja,3,6,Tidak Tepat Waktu,Data Analyst
MHS00346,Manajemen,3.33,2.91,95,113,1,Tinggi,Baik,Ya,0,3,Tidak Bekerja,4,8,Tepat Waktu,Lanjut Studi
MHS00347,Komputer,3.43,3.81,80,122,3,Rendah,Kurang,Tidak,2,6,Tidak Bekerja,5,5,Tepat Waktu,Wirausaha Digital
MHS00348,Bisnis Digital,4.0,4.0,93,125,1,Tinggi,Baik,Ya,4,3,Tidak Bekerja,3,9,Tepat Waktu,Digital Marketing
MHS00349,Manajemen,3.31,3.05,82,133,1,Menengah,Baik,Ya,2,5,Tidak Bekerja,5,7,Tepat Waktu,Industri Manajemen
MHS00350,Bisnis Digital,3.18,3.25,87,108,1,Menengah,Cukup,Ya,3,5,Freelance,4,8,Tepat Waktu,Startup
MHS00351,Bisnis Digital,3.25,3.05,85,121,2,Tinggi,Baik,Ya,2,6,Part-time,2,4,Tepat Waktu,Wirausaha Digital
MHS00352,Manajemen,3.48,3.03,77,100,2,Menengah,Baik,Ya,1,2,Tidak Bekerja,2,9,Tepat Waktu,Human Resource
MHS00353,Komputer,3.35,3.34,82,108,2,Menengah,Baik,Tidak,4,7,Tidak Bekerja,1,7,Tepat Waktu,Lanjut Studi
MHS00354,Bisnis Digital,3.4,3.02,85,107,2,Menengah,Kurang,Tidak,2,6,Tidak Bekerja,2,5,Tidak Tepat Waktu,Digital Marketing
MHS00355,Manajemen,3.27,3.26,69,123,0,Rendah,Cukup,Tidak,3,8,Part-time,2,7,Tepat Waktu,Marketing
MHS00356,Bisnis Digital,3.95,4.0,100,122,2,Rendah,Cukup,Tidak,3,10,Part-time,3,9,Tepat Waktu,Lanjut Studi
MHS00357,Bisnis Digital,3.56,3.7,74,120,0,Menengah,Baik,Ya,0,5,Tidak Bekerja,2,8,Tepat Waktu,Lanjut Studi
MHS00358,Manajemen,3.5,3.14,94,128,0,Rendah,Cukup,Ya,3,10,Freelance,3,9,Tepat Waktu,Human Resource
MHS00359,Manajemen,3.29,3.07,90,104,1,Menengah,Cukup,Tidak,1,5,Tidak Bekerja,3,5,Tidak Tepat Waktu,Pemerintahan
MHS00360,Komputer,2.86,2.73,65,127,1,Tinggi,Baik,Ya,3,7,Freelance,5,9,Tidak Tepat Waktu,Data Analyst
MHS00361,Manajemen,3.82,4.0,91,119,1,Menengah,Cukup,Tidak,3,4,Freelance,5,7,Tepat Waktu,Lanjut Studi
MHS00362,Komputer,3.05,2.99,83,112,2,Rendah,Cukup,Ya,3,5,Tidak Bekerja,2,8,Tepat Waktu,Software Developer
MHS00363,Bisnis Digital,2.98,2.64,80,114,2,Rendah,Kurang,Ya,6,5,Part-time,3,7,Tidak Tepat Waktu,Digital Marketing
MHS00364,Manajemen,3.23,3.25,65,123,3,Rendah,Kurang,Tidak,2,7,Tidak Bekerja,1,8,Tidak Tepat Waktu,Wirausaha
MHS00365,Komputer,2.99,3.31,78,123,1,Tinggi,Baik,Ya,5,4,Tidak Bekerja,3,6,Tepat Waktu,Wirausaha Digital
MHS00366,Komputer,3.16,2.84,87,119,3,Tinggi,Cukup,Ya,3,8,Tidak Bekerja,3,8,Tepat Waktu,Data Analyst
MHS00367,Komputer,3.71,4.0,72,114,1,Menengah,Cukup,Ya,2,6,Tidak Bekerja,4,4,Tepat Waktu,Industri Teknologi
MHS00368,Bisnis Digital,3.59,3.67,77,138,1,Menengah,Baik,Ya,3,5,Tidak Bekerja,4,9,Tepat Waktu,E-Commerce
MHS00369,Bisnis Digital,3.58,3.52,77,119,1,Tinggi,Baik,Tidak,2,7,Part-time,2,6,Tepat Waktu,E-Commerce
MHS00370,Bisnis Digital,3.54,3.78,76,124,2,Rendah,Kurang,Ya,4,4,Part-time,3,6,Tepat Waktu,E-Commerce
MHS00371,Komputer,3.23,3.23,93,113,2,Rendah,Kurang,Tidak,5,4,Tidak Bekerja,3,7,Tepat Waktu,Industri Teknologi
MHS00372,Manajemen,3.33,3.1,84,121,1,Menengah,Kurang,Tidak,1,4,Tidak Bekerja,2,8,Tidak Tepat Waktu,Human Resource
